,review,Total Star,Menu,Star_opt,Output
767,명불허전 또래오래 역시 맛있었습니다근데 세트할인메뉴에 양념치킨 한마리도 추가해주시면 좋을거 같아요 ㅠㅠㅠ 후반양반 아님 갈반핫반밖에 없어서 ㅜㅜ,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
768,또래오래 중에 여기가 젤 맛있는것같아요 리뷰로 온 해쉬브라운도 기름쩐맛 안나구 맛있게먹었고 갈릭반 핫양념반은 말해 뭐합니까  환상의 조합,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리),음료 택 1(콜라 1.25L 추가))","
맛
★
5
양
★
5
배달
★
5
",4.22
769,늘 맛있는 맛 ㅋㅋㅋ,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.79
770,맛있어요 서비스도 좋아용,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
771,항상 맛있게 잘 먹었습니다,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(스틱（다리）))","
맛
★
5
양
★
5
배달
★
5
",4.81
772,맛있게 잘먹었습니다 ,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
773,오늘도 맛있게 잘 먹었습니다 항상 요청사항 빠짐없이 잘 챙겨주시고 서비스도 잘 챙겨주셔서 감사해요,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.81
774,맛있습니다,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
775,맛있게 잘 먹었습니다,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
776,항상 맛있어요오 ㅎㅎ,★★★★★,"치킨＋미니핫도그/1(치킨 선택 택 1(단짠치킨),세트 부위선택 택 1(윙봉（날개）),음료 택 1(콜라 1.25L 추가))","
맛
★
5
양
★
5
배달
★
5
",4.81
777,맛있게 잘 먹었어요,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(콤보（날개＋다리）))","
맛
★
5
양
★
5
배달
★
5
",4.8
778,넘 맛잇게 잘먹엇습니다,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
779,후반양반 냠냠매번 잘먹고있어요 어떤메뉴를 시켜도 맛있어서 시킬때마다 고민해여 ㅋㅋ,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.6
780,떡볶이 살짝살짝 매운게 맛있네요ㅎㅎ 치킨은 맵단의 진수를 보여주고요리뷰이벤트 감사합니다,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.59
781,처음 먹어보는데 맛있게 잘 먹었습니다ㅎㅎ,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.6
782,잘먹었습니다,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(윙봉（날개）))","
맛
★
5
양
★
5
배달
★
5
",5.0
783,로제떡볶인데 전혀 느끼하지 않고 맵고 맛있어요 치킨도 엄청 따뜻할 때 받아서 가게에서 먹는 느낌이었구요 ㅎㅎ 사장님도 친절하셔서 또또 주문하겠습니다,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(단짠치킨),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
784,간장치킨 맛있네요,★★★★,오곡 후라이드 치킨/1(부위선택 택 1(순살（다리살）)),"
맛
★
4
양
★
4
배달
★
3
",4.39
785,감사히 잘 먹었습니다,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
786,맛있어요,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
787,너무 잘먹었어요 ㅎㅎ 맛있네요 ㅎㅎ,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
788,맛있게 잘 먹었습니다ㅎ,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(윙봉（날개）))","
맛
★
5
양
★
5
배달
★
5
",5.0
789,굿굿 구구구루루루굿,★★★★★,맵부심 후라이드 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
790,배달도 빠르고치킨도 맛있게 잘먹었네요감사합니다,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(윙봉（날개）)),생맥주 1000cc/1","
맛
★
5
양
★
5
배달
★
5
",5.0
791,맛있게 잘 먹었어요,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
792,아니 무슨 양이이랗게나 많아요  ㅠㅠ짐짜 무슨 두마리ㅡ인줄 알았어요ㅠㅠ서비스 떡튀김두 너무 맛나고 배달도 총알  ㅠㅠㅠ,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.16
793,치킨 김말이 따끈따끈하고 맛있어요,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(단짠치킨),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",3.97
794,또래오래는 역시 갈릭플러스,★★★★★,고추단짠 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",4.2
795,떡볶이가 새로 생겼길래 먹어봤는데 맛있네요 치킨도 같이 잘 먹었습니다,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.2
796,양도 많고  맛도 너무 좋아요,★★★★★,콘듀 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
797,맛있어요,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
798,푸짐하게 맛있게 잘먹었습니다 늘 변함없는 맛이 좋아요,★★★★★,단짠 윙봉/1,"
맛
★
5
양
★
5
배달
★
5
",4.4
799,맛있습니다 배달도 빠르네요 ㅎㅎ,★★★★★,단짠 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
800,정말 만족했어요 일부러 로긴하고 사진도 찍었네요 해쉬브라운이랑 후라이드도 바삭하고 깨끗하고 양념도 맛있네요 떡볶이는 기대안했는데 매우면서도 부드러워서 술술 넘어가요 행사할인해서 세식구 푸짐하게 먹었습니다  매번 교 만 먹었는데 당분간 여기로 갈아탈게요,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
801,오늘도 잘 먹엇습니다,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
802,언제나 맛있어요ㅠㅠㅠㅠ잘 먹었습니다,★★★★★,"후라이드반＋양념반/1(옵션변경(콤보（날개＋다리）),음료 택 1(콜라 1.25L 추가))","
맛
★
5
양
★
5
배달
★
5
",4.4
803,후라이드 짱 맛잇어영,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(단짠치킨),세트 부위선택 택 1(윙봉（날개）))","
맛
★
5
양
★
5
배달
★
5
",5.0
804,후라이드치킨은 또래오래를 이길집이 없어요순살이 이렇게 촉촉하기가 힘들거든요,★★★★★,오곡 양념 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",1.6
805,변함 없이 기복 없이 맛있는 치킨집이에요 오늘도 맛있게 먹었습니다,★★★★★,양념반＋갈릭반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
806,맛있게 잘먹었습니다,★★★★★,오곡 양념 치킨/1(부위선택 택 1(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
807,맛과양은 만족스럽습니다배달은 건수가 많았는지 좀 늦게도착했네요,★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리),소스추가(양념소스))","
맛
★
4
양
★
4
배달
★
3
",4.39
808,항상 너무 좋네요 역시 전국 등 매장이에요,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
809,맛있게 잘 먹었습니다,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(콤보（날개＋다리）))","
맛
★
5
양
★
5
배달
★
5
",4.8
810,애들이 먹고싶데서 단짠 으로시켰어요다리만시켜서 애들 순삭 맛있습니다,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리),소스추가(허니머스타드소스))","
맛
★
5
양
★
5
배달
★
5
",2.63
811,배달빠르고 서비스좋고 너무 맛있습니다,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(콤보（날개＋다리）))","
맛
★
5
양
★
5
배달
★
5
",5.0
812,항상 마싯게 먹고 잇읍니다,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.79
813,갈릭맛 특히 맛나요물가가 엄청 오르는데 아직  다른 치킨집보다 저렴한데다 맛도 넘 맛나고 치킨 좋아하는 사람으로 넘 고맙습니당 ,★★★★★,"두마리 치킨/1(두마리 치킨1 선택 택 1(후라이드),두마리 치킨2 선택 택 1(양념))","
맛
★
5
양
★
5
배달
★
5
",3.21
814,맛있게 잘먹었습니다,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
815,맵부심 후라이드스틱  먹어보그 시켰는데 너무 차이나게 맵습니다 조금 덜 매우면 좋을거 같아요사장님 항상 친철하시고 너무 맛있습니다,★★★★,단짠 순살/1(음료 택 1(콜라 1.25L 추가)),"
맛
★
4
양
★
5
배달
★
5
",4.02
816,또래오래에서 떡볶이는 또 처음 시켜봤는데 진짜 맛있네요 요즘 타브랜드보다 튀김옷도 더 바삭하고 맛있어 또래오래 애정 중인데 떡볶이 퀄리티까지 대단하네요 맛있게잘 먹었고 또 시켜먹을게요,★★★★★,양념반＋갈릭반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",3.19
817,예상시간보다 일찍와주시고 기사님도 친절하셔서 좋았습니다 잘먹었습니다ㅎ,★★★★★,"치킨＋미니핫도그/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
818,맛있게 잘먹었어요 ㅎㅎ,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
819,오늘따라 너무 잘튀겨진 느낌입니다 맛있습니다,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(콤보（날개＋다리）))","
맛
★
5
양
★
5
배달
★
5
",4.8
820,닭근위 튀김이랑 치킨 맛있어요,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",3.97
821,처음 딱 입에 넣는순간 너무 맛있었어요바삭하고 촉촉하고 다만계속 먹다보니 물려서 다음에 반반해야겠네요ㅠ애들이 먹기좋게 맵지ㅤㅇㅣㄶ아요,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
822,항상 맛있게 먹고 있습니다근데 이번엔 먼가 닭이 작아진 느낌이소스도 너무 없어요원래 소스 푸짐하게 주셔서 소스에 계속 찍어먹었었는디음,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",2.63
823,단짠넘 조아여일주일에 한번씩은 꼭 찾게됩니당,★★★★★,오곡 양념 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.4
824,치킨도 근위튀김도따뜻하고 바삭해서아주 잘 먹었습니다,★★★★★,단짠 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",4.61
825,맛있게 잘 먹었습니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
826,맛있게 잘 먹었습니다,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(콤보（날개＋다리）)),"
맛
★
5
양
★
5
배달
★
5
",4.8
827,맛있게 잘 먹었습니다,★★★★★,맵부심 후라이드 윙봉/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
828,맛있게 먹었습니다,★★★★★,단짠 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",4.59
829,맛있게 잘 먹었습니다,★★★★★,맵부심 후라이드 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
830,따뜻한 치킨이 제일 맛있는 것 같아요 감사합니다,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(순살（다리살）))","
맛
★
5
양
★
5
배달
★
5
",5.0
831,가까워서 자주 불러먹어요 맛나내요,★★★★★,단짠 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.59
832,최애 단짠윙봉 맛있습니다,★★★★★,맵부심 후라이드 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
833,배달도 빠르고 오늘도 맛있게 잘 먹었습니다 ,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(콤보（날개＋다리）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
834,배달 빠르고 양도 많고 정말 맛있습니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
835,안심스틱 부드러워서 요즘 자주먹네요,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.39
836,너무너무너무맛있게 잘 먹었습니다,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
837,배달이 생각보다 빨리와서 좋았어요로제 떡볶이 국물에 찍어 먹어도 맛있어요,★★★★★,스모키양념 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
838,근위튀김 너무 맛있어요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
839,맛있게 잘먹었어요,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
840,넘맛있어요 늘주문해요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.81
841,행사중인데도 배송도 빨리오고 맛있게 잘먹었습니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
842,늘 맛있게 먹고 있어요,★★★★★,콘듀 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",4.79
843,맛있게 잘 먹었습니다 번창하세요,★★★★★,단짠 순살/1,"
맛
★
5
양
★
5
배달
★
4
",5.0
844,기름이 깨끗해서 그런지 치킨이 너무너무 고소하고 맛나요갠적으로 치킨잡내 매우 민감한데 그런거 전혀 없이 잘 먹었습니다,★★★★★,단짠 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",4.03
845,오늘도 맛있게 잘 먹었습니다 사장님미니 핫도그는 처음 먹어봤는데 이것도 맛있네요 쫀득쫀득하고 너무 대박이에요 치즈볼 포테이토 치즈볼 미니핫도그 전부 맛있어서 앞으로 메뉴고를때 행복한 고민을 할 것 같아요ㅎㅎ서비스로 더 챙겨주신 김말이도 너무 맛있게 잘 먹었습니다,★★★★★,단짠 스틱/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
846,맛있었습니다 ㅎㅎㅎ,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
847,가끔 시켜먹는데 항상 너무 맛있어요서비스 해쉬브라운도 잘먹을게요,★★★★★,단짠 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",4.79
848,또래오래 갈릭 넘넘 맛있어요 최고최고 치즈볼도 색깔도 넘 예쁘고 고소하고 쫄깃하고 맛있어요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
849,리뷰 쓰는거 까먹고있다가 지금 올려요 또래오래 자주시켜먹는데 역시 실망시키지 않는 맛입니다 ㅎㅎ,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",1.0
850,다리살만으로 시켰는데 왜 중간중간 가슴살이 있죠 개면 그냥 먹겟는데 좀 많네요또래오래 맛있는데 여기지점은 안시켜먹을거 같네요 수고하세요,★★,단짠 순살/1,"
맛
★
2
양
★
4
배달
★
5
",3.58
851,처음 먹어봤는데 너무 맛있어요,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
852,맛있게 잘먹었습니다치킨은 너무 다 먹어서 치킨 사진이 없네요ㅠㅠ,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(스틱（다리）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
853,믿고먹는 또래오라 갈릭,★★★★★,양념반＋갈릭반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
854,존맛입니다 정말 최고임ㅎㅎ,★★★★★,단짠 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
855,맛있게 잘먹었습니다 헤헤,★★★★★,단짠 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
856,맛있엇어요매콤하고 별로 안느끼해서 좋아요,★★★★★,고추단짠 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
857,너무맛있고 따뜻해서 잘먹었습니다많이 파세요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
858,맛있게 잘 먹었습니다 ㅎㅎ,★★★★★,"갈릭반＋핫양념반/1(옵션변경(한마리),사이드 추가(바삭한근위튀김))","
맛
★
5
양
★
5
배달
★
5
",5.0
859,역시 또래오래치킨도 최고더운 여름밤 시원한 생맥도 최고이집 생맥보다 맛있는 생맥이 없어요 여기가 생맥맛집치즈볼도 쫀득쫀득달콤 고소 아주 그냥 최고매콤한 떡볶이도 최고사장님의 정성담긴 서비스도 최고오늘도 정말 맛있게 잘 먹었습니다 사장님,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
860,사진찍는걸 깜빡하고 먹었네요예전껄로 올려요맛잇게먹었습니다,★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
4
양
★
4
배달
★
4
",4.4
861,단짠이  맛있네요,★★★★★,"두마리 순살/1(두마리 치킨1 선택 택 1(양념),두마리 치킨2 선택 택 1(양념))","
맛
★
5
양
★
5
배달
★
5
",4.4
862,치킨은 원래 맛있는데로제떡볶이도 맛있었습니다,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(단짠치킨),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.02
863,김말이랑 맛있게 잘먹었어요,★★★★★,스모키양념 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
864,넘 맛있어서 일에 한번 시켜먹어도 안질려요 제가 냄새에 예민한데 닭 자체가 넘넘 맛있어여  갈반핫반 ㅤㅊㅚㄱ오,★★★★★,갈릭반＋핫양념반/1(옵션변경(콤보（날개＋다리）)),"
맛
★
5
양
★
5
배달
★
5
",4.21
865,늘잘먹고잇어요 감사합니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
866,항상 믿고 먹는 또래오래 독산가산점,★★★★★,오곡 파닭 치킨/1(부위선택 택 1(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
867,갈반핫반은 진리죠 특히 핫양념 너무 맛있어요 로제떡볶이는 제 기준에는 맵지 않았지만 맛있게 먹었습니다 비 오는 날임에도 불구하고 배달해주셔서 감사합니다 잘 먹었습니다,★★★★★,단짠 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",4.79
868,역시 여기지점 갈반핫반 최고입니다짱마시씀,★★★★★,맵부심 양념 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
869,도저히 끊을 수 없는 갈반핫반오늘도 저질렀읍니다,★★★★★,고추단짠 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",3.2
870,받자마자 맛있는냄새에 사진 찍을 생각도 못하고 부랴부랴 먹고 찍음ㅋㅋㅋㅋㅋㅋ 촉촉하고 너무맛잇어요 솔직히 우리나라 티어,★★★★★,고추단짠 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
871,맛있게 잘 먹엇습니다,★★★★★,단짠 한마리/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
872,너무 맛있게 잘 먹었습니다,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(윙봉（날개）))","
맛
★
5
양
★
5
배달
★
5
",5.0
873,후반양반 먹어보고 갈반핫반도 먹어봤습니다 저한태는 좀 맵내요,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",2.84
874,배달 맛 양 모두 강추,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
875,또래오래를 처음 시켜봤는데 맛있네여 다음에 또 시킬려고요 ㅋㅋㅋ 양도 적당하규 배달도 빨랐어요,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(순살（다리살）))","
맛
★
5
양
★
5
배달
★
5
",5.0
876,맛있게 잘 먹었습니다,★★★★★,"두마리 순살/1(두마리 치킨1 선택 택 1(후라이드),두마리 치킨2 선택 택 1(양념))","
맛
★
5
양
★
5
배달
★
5
",4.8
877,짱래오래 갓래오래,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리)),생맥주 1000cc/1","
맛
★
5
양
★
5
배달
★
5
",4.21
878,배달도 빠르고 맛있습니다핫양념 중간맛 맛있게 맵네요,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
879,최고치고채고채고채고,★★★★★,"치킨＋로제떡볶이 매운맛/1(치킨 선택 택 1(콘듀치킨),세트 부위선택 택 1(순살（다리살）))","
맛
★
5
양
★
5
배달
★
5
",5.0
880,갈반 핫반 정말 맛있어요,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(스틱（다리）))","
맛
★
4
양
★
5
배달
★
5
",4.6
881,오늘은 양념으로 주문 언제나 믿고 주문 맛있습니다,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.79
882,굳굳 진짜 맛있음ㅋㅋㅋ,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
883,껍질 싫어하는데바삭하게 거부감없이 맛있네요치즈볼과 김말이 더없이 잘 먹었습니다아들램이 엄지 척,★★★★★,"치킨＋포테이토치즈볼/1(치킨 선택 택 1(고추단짠치킨),세트 부위선택 택 1(스틱（다리）))","
맛
★
5
양
★
5
배달
★
5
",4.8
884,맛있게 잘 먹었습니다 항상 맛있네요,★★★★★,"치킨＋바삭한근위튀김/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
885,항상 맛있어요 ㅎㅎ,★★★★★,"치킨＋안심스틱/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.81
886,양도 많고 맛있게 잘먹었습니다먹다가 찍은거라ㅠㅠ 맛있게 잘먹었습니다,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈반핫반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.6
887,근위튀김 튀김옷이 핫도그맛도 나고 맛있어욤ㅎㅎ행사중인데 배달도 빠르고 치킨도 따뜻하고저녁 맛있게 먹었어요ㅎㅎ 또 시킬게요ㅎㅎㅎ,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.81
888,잘먹었습니다분 대기시간에 놀랐지만 여기는식지않고 따듯하게 항상 잘 오고핫양념 중간맛 이 있어서 좋아요기다림이 길어 허겁지겁 먹느라 사진을못찍어 죄송합니다,★★★★★,"치킨＋로제떡볶이 보통맛/1(치킨 선택 택 1(단짠치킨),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.21
889,바삭하고 넘 맛있어요 타 치킨집 대비 후라이드 젤 맛있어요,★★★★★,양념반＋갈릭반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",3.61
890,우선 빠른배달과 배달 메세지 감사드립니당  치킨이 나오자 마자 바로 보내주신 것인지 먹다가 입 데일뻔 ㅎ적당히 간이된 아주 뜨끈하고 아삭하고 맛있는 치킨이였습니당 근위튀김도 짭쪼롬 오독오독 바삭바삭해서 술안주로 일품이였어요 즐토 맛점하고 갑니당 ,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(갈릭플러스),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",5.0
891,잘받았습니다 감사합니다,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
